ID da fila;ID do pedido;Data do pedido;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;longitude;latitude;Estado;País/Região;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
4610;MX-2018-102113;02/12/2018;07/12/2018;Classe padrão;BC-11140;Beatriz Castro;Varejo;igarassu;-34,91058339;-7,82837199;Pernambuco;Brasil;Sul;MAT-ET-10001115;Material de escritório;Etiquetas;Avery Etiquetas de envio, Durável;571,2;7;0;28
4626;MX-2021-151519;01/09/2021;06/09/2021;Classe padrão;VR-21550;Vitór Rocha;Pequenas e Medias Empresas;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;TEC-MÁ-10001128;Tecnologia;Máquinas;Panasonic Impressora de crachás, Durável;8117,2;7;0;2840,6
4632;MX-2019-160423;15/07/2019;19/07/2019;Classe padrão;LL-17725;Luis Lima;Varejo;são josé dos campos;-45,8841754;-23,1840615;São Paulo;Brasil;Sul;MÓV-CA-10004158;Móveis;Cadeiras;Harbour Creations Banqueta, Par;6079;5;0;790
4650;US-2019-151561;16/03/2019;20/03/2019;Classe padrão;CC-11920;Caio Cunha;Varejo;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;TEC-TE-10003746;Tecnologia;Telefones;Motorola Headset, Tamanhos variados;991,08;3;0,4;-545,52
4685;MX-2021-137400;18/09/2021;18/09/2021;No mesmo dia;VS-21805;Vitoria Silva;Grande Empresa;caucaia;-38,66401754;-3,736487;Ceará;Brasil;Sul;MAT-AR-10003284;Material de escritório;Arte;BIC Canetas, Embalagem tipo bulk;291;3;0;8,4
4686;MX-2021-137400;18/09/2021;18/09/2021;No mesmo dia;VS-21805;Vitoria Silva;Grande Empresa;caucaia;-38,66401754;-3,736487;Ceará;Brasil;Sul;MAT-FI-10001093;Material de escritório;Fichários;Wilson Jones Reforço para fichário, Reciclado;32,6;1;0;8,8
4687;MX-2021-137400;18/09/2021;18/09/2021;No mesmo dia;VS-21805;Vitoria Silva;Grande Empresa;caucaia;-38,66401754;-3,736487;Ceará;Brasil;Sul;MAT-PA-10003287;Material de escritório;Papel;SanDisk Caderno, Reciclado;792,8;4;0;213,6
4688;MX-2021-137400;18/09/2021;18/09/2021;No mesmo dia;VS-21805;Vitoria Silva;Grande Empresa;caucaia;-38,66401754;-3,736487;Ceará;Brasil;Sul;TEC-TE-10002720;Tecnologia;Telefones;Nokia Smart Phone, Tamanho real;5807,2;7;0;406
4689;MX-2021-137400;18/09/2021;18/09/2021;No mesmo dia;VS-21805;Vitoria Silva;Grande Empresa;caucaia;-38,66401754;-3,736487;Ceará;Brasil;Sul;MAT-EN-10001857;Material de escritório;Envelopes;GlobeWeis Envelope kraft, Prata;397,2;2;0;130,8
4690;MX-2021-137400;18/09/2021;18/09/2021;No mesmo dia;VS-21805;Vitoria Silva;Grande Empresa;caucaia;-38,66401754;-3,736487;Ceará;Brasil;Sul;MAT-FI-10001984;Material de escritório;Fichários;Cardinal Encadernadora, Reciclado;4344,6;13;0;1822,6
4691;MX-2021-137400;18/09/2021;18/09/2021;No mesmo dia;VS-21805;Vitoria Silva;Grande Empresa;caucaia;-38,66401754;-3,736487;Ceará;Brasil;Sul;MÓV-CA-10002982;Móveis;Cadeiras;SAFCO Banqueta, Ajustável;2272,4;2;0;68
4694;MX-2021-135069;14/10/2021;19/10/2021;Classe padrão;PD-19465;Pedro Dias;Varejo;cuiabá;-56,07325204;-15,56998901;Mato Grosso;Brasil;Sul;MÓV-CA-10001195;Móveis;Cadeiras;Harbour Creations Poltrona, Par;12689,6;4;0;5836,8
4785;MX-2021-130715;12/09/2021;18/09/2021;Classe padrão;YC-21895;Yasmin Cunha;Varejo;brasília;-47,88790548;-15,79408736;Distrito Federal;Brasil;Sul;MÓV-MÓ-10001685;Móveis;Móveis;Eldon Caixa para correspondência, Premium;1405,6;7;0;477,4
4786;MX-2021-130715;12/09/2021;18/09/2021;Classe padrão;YC-21895;Yasmin Cunha;Varejo;brasília;-47,88790548;-15,79408736;Distrito Federal;Brasil;Sul;TEC-MÁ-10002924;Tecnologia;Máquinas;Epson Telefone, Vermelho;1562,4;3;0;265,2
4787;MX-2021-136133;16/05/2021;20/05/2021;Classe padrão;KC-16225;Kaua Castro;Grande Empresa;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MÓV-MÓ-10003429;Móveis;Móveis;Tenex Caixa para correspondência, Durável;148,4;1;0;38,4
4788;MX-2021-136133;16/05/2021;20/05/2021;Classe padrão;KC-16225;Kaua Castro;Grande Empresa;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MAT-EN-10002352;Material de escritório;Envelopes;GlobeWeis Com lacre, Conjunto de 50;1028;4;0;267,2
4794;US-2019-114524;04/09/2019;08/09/2019;Classe padrão;LR-16900;Leila Rocha;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;TEC-CO-10002466;Tecnologia;Copiadoras;Sharp Fax sem fio, Digital;943,4192;1;0,602;-1403,3808
4795;US-2019-114524;04/09/2019;08/09/2019;Classe padrão;LR-16900;Leila Rocha;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;MAT-ET-10004154;Material de escritório;Etiquetas;HON Etiquetas removíveis, Ajustável;43,52;2;0,6;-49,28
4796;US-2019-114524;04/09/2019;08/09/2019;Classe padrão;LR-16900;Leila Rocha;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;MÓV-MÓ-10003235;Móveis;Móveis;Eldon Moldura, Embalagem multipack;1240,64;4;0,6;-1675,36
4797;US-2019-114524;04/09/2019;08/09/2019;Classe padrão;LR-16900;Leila Rocha;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;TEC-CO-10004220;Tecnologia;Copiadoras;Brother Fax sem fio, Vermelho;3000,9996;3;0,602;-3182,0004
4815;US-2018-161760;23/12/2018;25/12/2018;Primeira classe;KL-16180;Kai Lima;Varejo;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-EN-10001156;Material de escritório;Envelopes;Ames Com lacre, Vermelho;472,68;3;0,4;-181,32
4816;US-2018-161760;23/12/2018;25/12/2018;Primeira classe;KL-16180;Kai Lima;Varejo;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;TEC-TE-10003531;Tecnologia;Telefones;Apple Carregador, Tamanhos variados;23006,16;9;0,4;381,96
4854;MX-2018-123911;07/10/2018;09/10/2018;Segunda classe;KF-16420;Kauan Fernandes;Grande Empresa;curitiba;-49,27184789;-25,432956;Paraná;Brasil;Sul;MÓV-CA-10001979;Móveis;Cadeiras;Novimex Poltrona, Par;21476;7;0;9234,4
4856;US-2021-131912;16/08/2021;21/08/2021;Classe padrão;ER-13825;Erick Rocha;Grande Empresa;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-AR-10000604;Material de escritório;Armazenamento;Eldon Carrinho bandeja, Azul;2046,24;4;0,4;-239,36
4861;US-2019-153164;29/12/2019;02/01/2020;Classe padrão;CF-12070;Camila Fernandes;Pequenas e Medias Empresas;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-MA-10002451;Material de escritório;Materiais;Fiskars Estilete, Industrial;445,68;3;0,4;-111,72
4863;MX-2021-167465;16/10/2021;20/10/2021;Classe padrão;ÁB-10060;Ágatha Barros;Pequenas e Medias Empresas;santa fé;-51,80630205;-23,03611476;Santa Fé;Argentina;Sul;MAT-ET-10001772;Material de escritório;Etiquetas;HON Etiquetas redondas, Branco;133,2;5;0,4;4,2
4864;MX-2021-167465;16/10/2021;20/10/2021;Classe padrão;ÁB-10060;Ágatha Barros;Pequenas e Medias Empresas;santa fé;-51,80630205;-23,03611476;Santa Fé;Argentina;Sul;MAT-MA-10002387;Material de escritório;Materiais;Fiskars Tesouras, Retangular;635,52;8;0,4;-201,28
4895;US-2020-111605;19/11/2020;21/11/2020;Segunda classe;CP-12205;Carla Pinto;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;MÓV-CA-10001309;Móveis;Cadeiras;SAFCO Cadeira de praia, Ajustável;830,88;6;0,6;-415,92
4896;US-2020-111605;19/11/2020;21/11/2020;Segunda classe;CP-12205;Carla Pinto;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;MAT-AR-10001334;Material de escritório;Armazenamento;Smead Caixa, Azul;86,16;3;0,6;-43,44
4897;MX-2019-163475;15/04/2019;21/04/2019;Classe padrão;AL-10210;Alex Lima;Varejo;castanhal;-47,92664314;-1,295756805;Pará;Brasil;Sul;TEC-MÁ-10003761;Tecnologia;Máquinas;Konica Inkjet, Multicolorido;2089,6;1;0;1003
4898;MX-2019-163475;15/04/2019;21/04/2019;Classe padrão;AL-10210;Alex Lima;Varejo;castanhal;-47,92664314;-1,295756805;Pará;Brasil;Sul;TEC-TE-10000876;Tecnologia;Telefones;Apple Repetidor de sinal, Tamanho real;2758,8;3;0;772,2
4899;MX-2019-163475;15/04/2019;21/04/2019;Classe padrão;AL-10210;Alex Lima;Varejo;castanhal;-47,92664314;-1,295756805;Pará;Brasil;Sul;MAT-EN-10004392;Material de escritório;Envelopes;Ames Envelope kraft, Prata;722,4;4;0;108
4915;MX-2018-145779;15/12/2018;15/12/2018;No mesmo dia;GC-14575;Gabrielly Cunha;Varejo;valparaíso;-50,86930812;-21,22557528;Valparaíso;Chile;Sul;MÓV-ES-10004617;Móveis;Estantes;Sauder Par, Tradicional;982;1;0;245,4
4919;MX-2021-157336;19/05/2021;23/05/2021;Classe padrão;MA-18685;Matheus Almeida;Pequenas e Medias Empresas;montes claros;-43,86542243;-16,72270664;Minas Gerais;Brasil;Sul;TEC-CO-10002466;Tecnologia;Copiadoras;Sharp Fax sem fio, Digital;11828,296;5;0,002;94,296
4920;MX-2021-157336;19/05/2021;23/05/2021;Classe padrão;MA-18685;Matheus Almeida;Pequenas e Medias Empresas;montes claros;-43,86542243;-16,72270664;Minas Gerais;Brasil;Sul;TEC-MÁ-10003628;Tecnologia;Máquinas;Epson Impressora de crachás, Branco;10101,6;9;0;604,8
4921;MX-2021-157336;19/05/2021;23/05/2021;Classe padrão;MA-18685;Matheus Almeida;Pequenas e Medias Empresas;montes claros;-43,86542243;-16,72270664;Minas Gerais;Brasil;Sul;TEC-TE-10004658;Tecnologia;Telefones;Nokia Telefone do escritório, Tamanhos variados;2266;5;0;181
4922;MX-2021-157336;19/05/2021;23/05/2021;Classe padrão;MA-18685;Matheus Almeida;Pequenas e Medias Empresas;montes claros;-43,86542243;-16,72270664;Minas Gerais;Brasil;Sul;MAT-FI-10000380;Material de escritório;Fichários;Ibico Encadernadora, Transparente;2035,2;6;0;121,2
4941;MX-2021-153269;19/05/2021;22/05/2021;Primeira classe;LS-17275;Letícia Sousa;Varejo;rosário;-44,2475186;-2,941543035;Santa Fé;Argentina;Sul;MAT-EN-10001487;Material de escritório;Envelopes;Kraft Com lacre, Reciclado;437,4;3;0,4;72,6
4943;US-2018-166002;09/03/2018;12/03/2018;Primeira classe;LG-17710;Luís Gomes;Varejo;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-CO-10003655;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Embalagem tipo bulk;162,36;3;0,4;-8,64
4947;MX-2020-137568;07/03/2020;11/03/2020;Classe padrão;RD-19900;Rebeca Dias;Varejo;sumaré;-47,26580273;-22,822145;São Paulo;Brasil;Sul;MAT-AC-10000178;Material de escritório;Eletrônicos;Hamilton Beach Geladeira, Branco;6643,6;2;0;1660,8
4948;MX-2020-137568;07/03/2020;11/03/2020;Classe padrão;RD-19900;Rebeca Dias;Varejo;sumaré;-47,26580273;-22,822145;São Paulo;Brasil;Sul;TEC-AC-10002686;Tecnologia;Acessórios;Memorex Teclado, Durável;3816;8;0;1755,2
4949;MX-2020-146486;27/12/2020;27/12/2020;No mesmo dia;SA-20215;Samuel Almeida;Varejo;grajaú;-46,14239564;-5,818548431;Maranhão;Brasil;Sul;MAT-AR-10002720;Material de escritório;Armazenamento;Smead Bandejas, Tamanho real;970,2;3;0;358,8
4950;MX-2020-146486;27/12/2020;27/12/2020;No mesmo dia;SA-20215;Samuel Almeida;Varejo;grajaú;-46,14239564;-5,818548431;Maranhão;Brasil;Sul;MAT-FI-10002895;Material de escritório;Fichários;Avery Pasta argolada, Reciclado;88,4;1;0;7,8
4979;MX-2020-127012;07/11/2020;09/11/2020;Segunda classe;CG-12100;Camila Goncalves;Pequenas e Medias Empresas;petrópolis;-43,17733658;-22,51059861;Rio de Janeiro;Brasil;Sul;MAT-EN-10001135;Material de escritório;Envelopes;Jiffy Malote, Reciclado;1508;5;0;512
4990;MX-2021-102141;04/10/2021;09/10/2021;Classe padrão;KG-16255;Kauã Gomes;Grande Empresa;limeira;-47,40193952;-22,562194;São Paulo;Brasil;Sul;MAT-MA-10000125;Material de escritório;Materiais;Stiletto Estilete, Aço;707,4;3;0;332,4
4992;MX-2018-136476;15/11/2018;16/11/2018;Primeira classe;RF-19915;Rebeca Fernandes;Varejo;itamaraju;-39,53303988;-17,0423376;Bahia;Brasil;Sul;MAT-AC-10000028;Material de escritório;Eletrônicos;Hamilton Beach Geladeira, Vermelho;10002,6;3;0;2000,4
4993;MX-2021-141502;17/10/2021;21/10/2021;Classe padrão;SR-20560;Sofia Ribeiro;Pequenas e Medias Empresas;santarém;-54,71857017;-2,43621333;Pará;Brasil;Sul;MAT-PA-10002540;Material de escritório;Papel;SanDisk Papel de pergaminho, Reciclado;775,6;7;0;285,6
4996;MX-2021-106677;09/12/2021;14/12/2021;Classe padrão;RD-19735;Rafaela Dias;Varejo;valparaíso;-50,86930812;-21,22557528;Valparaíso;Chile;Sul;MÓV-CA-10004326;Móveis;Cadeiras;Novimex Cadeira de balanço, Par;1782,4;2;0;641,6
5023;MX-2021-158407;26/09/2021;03/10/2021;Classe padrão;AS-10360;Alice Silva;Grande Empresa;simões filho;-38,41151919;-12,78394148;Bahia;Brasil;Sul;MAT-PA-10001948;Material de escritório;Papel;Enermax Caderno, Multicolorido;199,4;1;0;51,8
5024;MX-2021-158407;26/09/2021;03/10/2021;Classe padrão;AS-10360;Alice Silva;Grande Empresa;simões filho;-38,41151919;-12,78394148;Bahia;Brasil;Sul;MAT-FI-10002195;Material de escritório;Fichários;Acco Pasta argolada, Durável;777;7;0;387,8
5041;MX-2020-132129;04/07/2020;07/07/2020;Primeira classe;LR-16675;Laura Ribeiro;Grande Empresa;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-AR-10003549;Material de escritório;Armazenamento;Smead Bandejas, Metal;1268;4;0;265,6
5042;MX-2020-132129;04/07/2020;07/07/2020;Primeira classe;LR-16675;Laura Ribeiro;Grande Empresa;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;TEC-CO-10001260;Tecnologia;Copiadoras;Canon Fax, Vermelho;6319,1364;3;0,002;873,5364
5043;MX-2020-132129;04/07/2020;07/07/2020;Primeira classe;LR-16675;Laura Ribeiro;Grande Empresa;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-ET-10003933;Material de escritório;Etiquetas;HON Etiquetas para organização de pastas, Vermelho;56,4;1;0;12,4
5066;MX-2019-162411;26/07/2019;01/08/2019;Classe padrão;BG-11710;Bruna Goncalves;Varejo;são bernardo do campo;-46,55025725;-23,7103045;São Paulo;Brasil;Sul;MAT-AC-10001623;Material de escritório;Eletrônicos;Breville Geladeira, Vermelho;17311;5;0;173
5076;MX-2021-137736;19/12/2021;24/12/2021;Classe padrão;MP-19135;Murilo Pinto;Pequenas e Medias Empresas;palhoça;-48,67028792;-27,64704368;Santa Catarina;Brasil;Sul;MAT-AR-10001936;Material de escritório;Arte;Sanford Tela, Embalagem tipo bulk;677,2;2;0;13,2
5077;MX-2019-101462;30/10/2019;01/11/2019;Primeira classe;GF-14740;Giovanna Ferreira;Grande Empresa;juiz de fora;-43,34881727;-21,76092431;Minas Gerais;Brasil;Sul;MAT-AR-10004761;Material de escritório;Arte;Crayola Tela, Metal;1403,2;4;0;504,8
5078;MX-2019-101462;30/10/2019;01/11/2019;Primeira classe;GF-14740;Giovanna Ferreira;Grande Empresa;juiz de fora;-43,34881727;-21,76092431;Minas Gerais;Brasil;Sul;TEC-AC-10003695;Tecnologia;Acessórios;Memorex Teclado, Econômico;951,2;2;0;218,4
5079;MX-2019-101462;30/10/2019;01/11/2019;Primeira classe;GF-14740;Giovanna Ferreira;Grande Empresa;juiz de fora;-43,34881727;-21,76092431;Minas Gerais;Brasil;Sul;MAT-FI-10001532;Material de escritório;Fichários;Acco Pasta argolada, Econômico;606;6;0;181,2
5082;MX-2021-106236;18/05/2021;23/05/2021;Classe padrão;OC-19360;Otávio Cavalcanti;Varejo;fortaleza;-38,58992756;-3,723805035;Ceará;Brasil;Sul;MAT-CO-10002608;Material de escritório;Colchetes;OIC Grampos, Embalagem com 12;359;5;0;32
5089;MX-2020-168802;12/04/2020;16/04/2020;Classe padrão;DG-12985;Diogo Gomes;Varejo;joão pessoa;-34,87338481;-7,14938202;Paraíba;Brasil;Sul;MAT-FI-10004261;Material de escritório;Fichários;Ibico Capa para fichário, Durável;303;3;0;21
5111;MX-2019-144848;04/08/2019;06/08/2019;Primeira classe;LR-16900;Leila Rocha;Varejo;valparaíso de goiás;-47,98411135;-16,06957526;Goiás;Brasil;Sul;MAT-AR-10001938;Material de escritório;Armazenamento;Smead Armários, Azul;14550,8;11;0;2618
5127;MX-2019-156216;24/11/2019;26/11/2019;Primeira classe;BC-11260;Bianca Costa;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MÓV-CA-10004138;Móveis;Cadeiras;Novimex Cadeira de praia, Vermelho;919,2;3;0;91,8
5128;US-2021-154095;19/07/2021;23/07/2021;Classe padrão;TL-20875;Thaís Lima;Varejo;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-PA-10003704;Material de escritório;Papel;SanDisk Papel de pergaminho, Premium;200,52;3;0,4;-70,68
5129;US-2021-154095;19/07/2021;23/07/2021;Classe padrão;TL-20875;Thaís Lima;Varejo;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;TEC-CO-10004540;Tecnologia;Copiadoras;HP Copiadora, Vermelho;2893,0044;3;0,402;-1026,1956
5130;US-2021-154095;19/07/2021;23/07/2021;Classe padrão;TL-20875;Thaís Lima;Varejo;buenos aires;-35,32957041;-7,72437221;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-FI-10003598;Material de escritório;Fichários;Avery Reforço para fichário, Transparente;85,14;11;0,7;-174,46
5131;MX-2019-119676;30/05/2019;05/06/2019;Classe padrão;CC-11875;Caio Castro;Varejo;passos;-46,61141257;-20,7192119;Minas Gerais;Brasil;Sul;MAT-AR-10001936;Material de escritório;Arte;Sanford Tela, Embalagem tipo bulk;677,2;2;0;13,2
5147;US-2021-121293;16/10/2021;21/10/2021;Segunda classe;MC-17950;Manuela Carvalho;Varejo;salvador;-38,48806148;-13,01477191;Bahia;Brasil;Sul;MÓV-CA-10000737;Móveis;Cadeiras;Novimex Cadeira de balanço, Vermelho;700,96;2;0,6;-718,64
5158;MX-2021-108602;04/11/2021;11/11/2021;Classe padrão;MP-19135;Murilo Pinto;Pequenas e Medias Empresas;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-CO-10002728;Material de escritório;Colchetes;Stockwell Grampos, Metal;210,6;3;0;31,2
5159;MX-2019-168431;11/05/2019;14/05/2019;Primeira classe;LR-17245;Letícia Rocha;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MÓV-ES-10000632;Móveis;Estantes;Ikea Conjunto de pratelheiras, Tradicional;4542,4;4;0;1271,2
5160;MX-2019-168431;11/05/2019;14/05/2019;Primeira classe;LR-17245;Letícia Rocha;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-FI-10000063;Material de escritório;Fichários;Avery Pasta argolada, Transparente;164,8;2;0;34,4
5161;MX-2019-168431;11/05/2019;14/05/2019;Primeira classe;LR-17245;Letícia Rocha;Varejo;são paulo;-46,57038318;-23,5673865;São Paulo;Brasil;Sul;MAT-FI-10004986;Material de escritório;Fichários;Wilson Jones Reforço para fichário, Transparente;79,8;3;0;27
5162;MX-2020-132269;20/06/2020;24/06/2020;Classe padrão;ÁC-10090;Ágatha Costa;Varejo;valinhos;-46,99663003;-22,971244;São Paulo;Brasil;Sul;TEC-CO-10004780;Tecnologia;Copiadoras;Sharp Fax e copiadora, Digital;4477,4272;4;0,002;1785,4272
5170;MX-2021-113173;08/07/2021;14/07/2021;Classe padrão;PM-19510;Pedro Martins;Pequenas e Medias Empresas;sumaré;-47,26580273;-22,822145;São Paulo;Brasil;Sul;MAT-FI-10001890;Material de escritório;Fichários;Avery Perfurador, Transparente;546,6;3;0;37,8
5173;MX-2019-148901;05/04/2019;05/04/2019;No mesmo dia;YC-21895;Yasmin Cunha;Grande Empresa;porto alegre;-51,22866046;-30,03003677;Rio Grande do Sul;Brasil;Sul;MAT-ET-10000163;Material de escritório;Etiquetas;Novimex Etiquetas redondas, Vermelho;121,8;3;0;43,8
5174;MX-2021-139262;07/05/2021;11/05/2021;Classe padrão;BF-11830;Bruno Ferreira;Grande Empresa;itapetininga;-48,0461429;-23,5878725;São Paulo;Brasil;Sul;MAT-MA-10002004;Material de escritório;Materiais;Stiletto Tesouras, Aço;949,8;3;0;218,4
5177;MX-2021-100825;30/06/2021;06/07/2021;Classe padrão;SA-20455;Sofia Alves;Varejo;curitiba;-49,27184789;-25,432956;Paraná;Brasil;Sul;MAT-PA-10001825;Material de escritório;Papel;Green Bar Artigos de papelaria, Premium;1290,4;4;0;51,2
5182;MX-2021-145828;09/04/2021;13/04/2021;Classe padrão;CP-12205;Carla Pinto;Varejo;birigui;-50,33932852;-21,29239229;São Paulo;Brasil;Sul;TEC-AC-10002265;Tecnologia;Acessórios;Memorex Cartão de memória, Programável;691,8;1;0;214,4
5183;MX-2021-145828;09/04/2021;13/04/2021;Classe padrão;CP-12205;Carla Pinto;Varejo;birigui;-50,33932852;-21,29239229;São Paulo;Brasil;Sul;MAT-AR-10000586;Material de escritório;Arte;Boston Marcador, Embalagem tipo bulk;532,8;3;0;74,4
5184;MX-2021-145828;09/04/2021;13/04/2021;Classe padrão;CP-12205;Carla Pinto;Varejo;birigui;-50,33932852;-21,29239229;São Paulo;Brasil;Sul;MAT-ET-10003735;Material de escritório;Etiquetas;Novimex Etiquetas de envio, Durável;454,8;6;0;99,6
5185;MX-2021-145828;09/04/2021;13/04/2021;Classe padrão;CP-12205;Carla Pinto;Varejo;birigui;-50,33932852;-21,29239229;São Paulo;Brasil;Sul;MAT-AR-10003098;Material de escritório;Arte;Stanley Marcador, Tamanhos variados;676,8;4;0;175,2
5186;MX-2019-115798;04/11/2019;08/11/2019;Classe padrão;LS-17860;Luiz Sousa;Grande Empresa;teresina;-42,80527046;-5,086341952;Piauí;Brasil;Sul;TEC-CO-10000544;Tecnologia;Copiadoras;Brother Copiadora para uso pessoal, Vermelho;2816,1564;3;0,002;135,3564
5187;MX-2020-131331;03/08/2020;09/08/2020;Classe padrão;EA-13945;Evelyn Araujo;Varejo;santana de parnaíba;-46,92209251;-23,449453;São Paulo;Brasil;Sul;TEC-AC-10002784;Tecnologia;Acessórios;SanDisk Teclado, Durável;3267,6;6;0;816
5221;MX-2019-122406;14/02/2019;19/02/2019;Segunda classe;AC-10270;Alice Cardoso;Varejo;porto alegre;-51,22866046;-30,03003677;Rio Grande do Sul;Brasil;Sul;MÓV-MÓ-10000148;Móveis;Móveis;Rubbermaid Peso de porta, Premium;2545,2;9;0;1144,8
5242;MX-2019-166597;18/04/2019;23/04/2019;Classe padrão;YB-21850;Yasmin Barbosa;Varejo;recife;-34,88894194;-8,062762483;Pernambuco;Brasil;Sul;TEC-CO-10000326;Tecnologia;Copiadoras;HP Tinta, Vermelho;5065,848;6;0,002;1663,848
5265;MX-2019-132549;12/05/2019;12/05/2019;No mesmo dia;EG-13330;Eduardo Goncalves;Varejo;itapeva;-46,21955686;-22,76974039;São Paulo;Brasil;Sul;MAT-CO-10004198;Material de escritório;Colchetes;Accos Clips de papel, Tamanhos variados;153,2;2;0;0
5269;MX-2018-146248;31/05/2018;06/06/2018;Classe padrão;LA-17050;Leonor Alves;Varejo;são gonçalo;-43,03233506;-22,82954731;Rio de Janeiro;Brasil;Sul;MÓV-ES-10002057;Móveis;Estantes;Bush Biblioteca, Branco;4891,2;2;0;293,2
5270;MX-2018-146248;31/05/2018;06/06/2018;Classe padrão;LA-17050;Leonor Alves;Varejo;são gonçalo;-43,03233506;-22,82954731;Rio de Janeiro;Brasil;Sul;TEC-CO-10000667;Tecnologia;Copiadoras;HP Fax sem fio, Par;11982,986;5;0,002;1655,986
5283;MX-2021-150812;29/12/2021;03/01/2022;Classe padrão;VS-21805;Vitoria Silva;Grande Empresa;santiago;-54,86907585;-29,19146017;Santiago;Chile;Sul;MÓV-MÓ-10004456;Móveis;Móveis;Tenex Caixa para correspondência, Preto;1177,4;7;0;222,6
5292;MX-2021-143763;22/10/2021;26/10/2021;Classe padrão;BG-11710;Bruna Goncalves;Varejo;cabo de santo agostinho;-35,03848897;-8,28986423;Pernambuco;Brasil;Sul;MAT-CO-10003781;Material de escritório;Colchetes;Advantus Prendedores de papel, Embalagem tipo bulk;1028,8;8;0;276,8
5293;MX-2021-143763;22/10/2021;26/10/2021;Classe padrão;BG-11710;Bruna Goncalves;Varejo;cabo de santo agostinho;-35,03848897;-8,28986423;Pernambuco;Brasil;Sul;MÓV-ES-10003506;Móveis;Estantes;Ikea Par, Branco;2511,6;3;0;1079,4
5294;MX-2021-143763;22/10/2021;26/10/2021;Classe padrão;BG-11710;Bruna Goncalves;Varejo;cabo de santo agostinho;-35,03848897;-8,28986423;Pernambuco;Brasil;Sul;MAT-ET-10000720;Material de escritório;Etiquetas;Novimex Etiquetas para codificação colorida, Ajustável;344;5;0;79
5295;MX-2021-143763;22/10/2021;26/10/2021;Classe padrão;BG-11710;Bruna Goncalves;Varejo;cabo de santo agostinho;-35,03848897;-8,28986423;Pernambuco;Brasil;Sul;TEC-CO-10002446;Tecnologia;Copiadoras;Canon Copiadora, Vermelho;8660,644;5;0,002;2325,644
5296;MX-2021-143763;22/10/2021;26/10/2021;Classe padrão;BG-11710;Bruna Goncalves;Varejo;cabo de santo agostinho;-35,03848897;-8,28986423;Pernambuco;Brasil;Sul;TEC-TE-10002423;Tecnologia;Telefones;Motorola Headset, Tamanho real;1080,4;2;0;270
5297;MX-2021-143763;22/10/2021;26/10/2021;Classe padrão;BG-11710;Bruna Goncalves;Varejo;cabo de santo agostinho;-35,03848897;-8,28986423;Pernambuco;Brasil;Sul;MAT-AC-10004898;Material de escritório;Eletrônicos;Breville Micro-ondas, Branco;1999;1;0;839,4
5316;MX-2021-168284;25/10/2021;31/10/2021;Classe padrão;JP-15745;Júlia Pinto;Varejo;lorena;-45,12424814;-22,73169303;São Paulo;Brasil;Sul;MAT-CO-10004966;Material de escritório;Colchetes;Accos Prendedores de papel, Embalagem com 12;1128,6;9;0;122,4
5317;MX-2021-168284;25/10/2021;31/10/2021;Classe padrão;JP-15745;Júlia Pinto;Varejo;lorena;-45,12424814;-22,73169303;São Paulo;Brasil;Sul;MAT-AR-10004163;Material de escritório;Armazenamento;Eldon Carrinho bandeja, Industrial;1711,6;2;0;0
